,Gene stable ID,Transcript stable ID,GO domain,GO term name,GO term accession
1422022,ENSG00000135801,ENST00000258281,molecular_function,protein binding,GO:0005515
1422226,ENSG00000152580,ENST00000282466,molecular_function,protein binding,GO:0005515
1422545,ENSG00000132591,ENST00000412138,molecular_function,GTP binding,GO:0005525
1422608,ENSG00000163481,ENST00000295704,molecular_function,protein binding,GO:0005515
1422795,ENSG00000283819,ENST00000384886,molecular_function,mRNA binding involved in posttranscriptional gene silencing,GO:1903231
1422819,ENSG00000160799,ENST00000425441,molecular_function,protein binding,GO:0005515
1422837,ENSG00000163482,ENST00000392105,molecular_function,ATP binding,GO:0005524
1423079,ENSG00000142961,ENST00000319928,molecular_function,metal ion binding,GO:0046872
1423223,ENSG00000135912,ENST00000392102,molecular_function,ATP binding,GO:0005524
1423304,ENSG00000132768,ENST00000524776,molecular_function,2-(3-amino-3-carboxypropyl)histidine synthase activity,GO:0090560
1423417,ENSG00000117410,ENST00000472505,molecular_function,proton transmembrane transporter activity,GO:0015078
